Date,Close
2024-08-28,596.8281494039962
2024-08-29,598.4371087123039
2024-08-30,598.8473254835194
2024-09-02,597.369335864304
2024-09-03,598.8930668333567
2024-09-04,598.0098667548178
2024-09-05,600.4679766119701
2024-09-06,599.8655710238197
2024-09-09,598.3410011322059
2024-09-10,601.3672078836039
2024-09-11,602.2863154429339
2024-09-12,599.8988929619145
2024-09-13,599.1403676895123
2024-09-16,601.0089613132637
2024-09-17,600.6704524312245
2024-09-18,602.3769404859094
2024-09-19,602.644805494798
2024-09-20,599.3618919273382
2024-09-23,598.6922392580411
2024-09-24,596.8076264962215
2024-09-25,595.870298637009
2024-09-26,595.4328030520858
2024-09-27,596.3335199364924
2024-09-30,600.8851923535741
2024-10-01,602.4246263395848
2024-10-02,604.7691214971924
2024-10-03,604.6651696988465
2024-10-04,606.1419087519598
2024-10-07,605.2865618325461
2024-10-08,605.8990388744712
2024-10-09,606.4839015163425
2024-10-10,609.1787378866537
2024-10-11,613.1452445070402
2024-10-14,613.7131173066363
2024-10-15,615.5219184137505
2024-10-16,615.6802268466154
2024-10-17,613.9831984260718
2024-10-18,610.3803613822196
2024-10-21,612.4388555874714
2024-10-22,613.8693313306401
2024-10-23,613.1371969260244
2024-10-24,613.899072517715
2024-10-25,615.4998686859614
2024-10-28,612.2504201424665
2024-10-29,612.8719813879377
2024-10-30,615.2729220798575
2024-10-31,614.262233146887
2024-11-01,615.4271403053161
2024-11-04,613.8505387131061
2024-11-05,616.3749421986766
2024-11-06,613.7295360116373
2024-11-07,611.8122347747965
2024-11-08,613.2795365223554
2024-11-11,612.0921726753071
2024-11-12,613.5393609232467
2024-11-13,613.284757248162
2024-11-14,614.4391200123355
2024-11-15,616.3555001872301
2024-11-18,615.5428131814731
2024-11-19,617.3887815058308
2024-11-20,617.3484224003362
2024-11-21,617.6866142971198
2024-11-22,616.3985812933207
2024-11-25,617.8934582743885
2024-11-26,620.1864216728305
2024-11-27,621.148909420598
2024-11-28,622.034879291325
2024-11-29,622.6526917290536
2024-12-02,624.1391641530572
2024-12-03,621.1570960771106
2024-12-04,619.5606726267737
2024-12-05,615.9173774993624
2024-12-06,615.8726208248016
2024-12-09,615.0247890293235
2024-12-10,615.3737831618749
2024-12-11,617.7293751700269
2024-12-12,619.3906588310563
2024-12-13,618.1238254042518
2024-12-16,616.1218535814405
2024-12-17,616.1752318473875
2024-12-18,620.4284526470428
2024-12-19,621.1232989887724
2024-12-20,621.6805589602227
2024-12-23,619.2997154539025
2024-12-24,620.3982794249248
2024-12-25,616.3354791672775
2024-12-26,619.146050874664
2024-12-27,622.6566443334344
2024-12-30,622.9565712692272
2024-12-31,623.1195891400648
2025-01-01,625.397177111927
2025-01-02,623.1348883425584
2025-01-03,620.6198100016936
2025-01-06,620.3053502220276
2025-01-07,620.5340464553726
2025-01-08,622.5751984880995
2025-01-09,623.3261532582337
2025-01-10,622.0603806649744
2025-01-13,620.1651903411366
2025-01-14,620.677167941046
2025-01-15,616.1112594333631
2025-01-16,614.5562229891685
2025-01-17,612.202538713874
2025-01-20,614.752982313163
2025-01-21,614.2014740463405
2025-01-22,615.5095534215122
2025-01-23,615.0336583651053
2025-01-24,614.8436053358342
2025-01-27,616.5460095259622
2025-01-28,619.5237299779666
2025-01-29,617.503450129946
2025-01-30,617.8415970386254
2025-01-31,617.521707161999
2025-02-03,620.0507892450103
2025-02-04,619.504341921235
2025-02-05,619.4048181303078
2025-02-06,615.4199075488864
2025-02-07,615.3748194080778
2025-02-10,612.5674617899147
2025-02-11,613.4500635329866
2025-02-12,611.113506712213
2025-02-13,614.468064016624
2025-02-14,614.5441331511793
2025-02-17,615.3852078940561
2025-02-18,617.6993943258364
2025-02-19,615.7291972485406
2025-02-20,616.4683670931572
2025-02-21,616.9785705952261
2025-02-24,614.9918867310498
2025-02-25,613.8652438779504
2025-02-26,613.5773442677905
2025-02-27,611.2422844820608
2025-02-28,612.740601080645
2025-03-03,615.0098486335484
2025-03-04,614.6223080462989
2025-03-05,615.013762293647
2025-03-06,617.1844814467337
2025-03-07,618.0153720028617
2025-03-10,618.2937402248227
2025-03-11,616.9622682479118
2025-03-12,617.4446665875498
2025-03-13,618.5340561044837
2025-03-14,619.1917162914763
2025-03-17,619.4066432360116
2025-03-18,619.1093103951022
2025-03-19,616.0111932411527
2025-03-20,615.0725727743736
2025-03-21,613.7518311645049
2025-03-24,616.2408004680265
2025-03-25,616.6455604917733
2025-03-26,617.0308671105112
2025-03-27,616.9084442964836
2025-03-28,610.7430020947427
2025-03-31,611.7141161070634
2025-04-01,615.7144268807309
2025-04-02,615.9188589031148
2025-04-03,616.8165808448997
2025-04-04,617.0704729054376
2025-04-07,614.3097260215876
2025-04-08,613.2087169087705
2025-04-09,615.4839176287861
2025-04-10,617.955038024437
2025-04-11,620.2819910781376
2025-04-14,617.633070440552
2025-04-15,619.5140468006177
2025-04-16,618.9013616202283
2025-04-17,621.2451153285847
2025-04-18,619.5147702943405
2025-04-21,617.1452718248545
2025-04-22,618.7746970771079
2025-04-23,616.116285620262
2025-04-24,616.3483203296809
2025-04-25,615.2677810736931
2025-04-28,617.7194140249707
2025-04-29,618.5796014804332
2025-04-30,618.1065837192957
2025-05-01,613.9537266585053
2025-05-02,612.3283200883141
2025-05-05,613.1332353570592
2025-05-06,609.8239577314355
2025-05-07,607.2526190778758
2025-05-08,608.4750000210511
2025-05-09,610.8071664577107
2025-05-12,610.9579408203691
2025-05-13,607.5658521004669
2025-05-14,607.0111723579955
2025-05-15,607.3023156772985
2025-05-16,607.3215620847351
2025-05-19,609.2301184228762
2025-05-20,608.8383688374927
2025-05-21,610.3310495056483
2025-05-22,612.1211266901827
2025-05-23,610.8469027580004
2025-05-26,613.3573575241503
2025-05-27,612.6181591497005
2025-05-28,612.1083681192632
2025-05-29,606.7333514883853
2025-05-30,604.2274968046894
2025-06-02,605.5511591081537
2025-06-03,607.6625108104306
2025-06-04,606.8363512283034
2025-06-05,605.6251239172207
2025-06-06,603.8398816862223
2025-06-09,601.3491587814354
2025-06-10,603.8954849872748
2025-06-11,603.3363589208575
2025-06-12,600.0286252692216
2025-06-13,601.7590449582971
2025-06-16,598.7645744141436
2025-06-17,599.1120858943485
2025-06-18,602.6885028659981
2025-06-19,601.9118850434346
2025-06-20,600.5776896883734
2025-06-23,604.4058591543244
2025-06-24,603.2280889350066
2025-06-25,603.376735438708
2025-06-26,604.6489211064381
2025-06-27,602.6875528588158
2025-06-30,599.7037472188869
2025-07-01,598.5346633050948
2025-07-02,593.6110999772302
2025-07-03,591.2615975365864
2025-07-04,590.8511727880906
2025-07-07,593.9353974820035
2025-07-08,594.8027108938318
2025-07-09,597.4777450275753
2025-07-10,596.969644311339
2025-07-11,597.5053651178176
2025-07-14,599.0588297812798
2025-07-15,598.1216136116284
2025-07-16,600.8179036505127
2025-07-17,599.5154553005162
2025-07-18,597.75029537698
2025-07-21,597.1257009350123
2025-07-22,598.7815861231361
2025-07-23,595.5079328667273
2025-07-24,598.3671162094281
2025-07-25,597.2115326000757
2025-07-28,598.0227961577073
2025-07-29,599.910469979526
2025-07-30,601.0472422138829
2025-07-31,602.9413565118639
2025-08-01,605.7344590630456
2025-08-04,606.8586846973517
2025-08-05,610.0869700341705
2025-08-06,608.4048672431105
2025-08-07,609.155701043672
2025-08-08,610.6025578303656
2025-08-11,610.9902347594968
2025-08-12,615.4278446563497
2025-08-13,612.6926303443659
2025-08-14,614.003710793202
2025-08-15,612.6055526402267
2025-08-18,613.2352224292231
2025-08-19,615.7008213185354
2025-08-20,616.3392134541402
2025-08-21,615.8765114561218
2025-08-22,616.2747180064198
2025-08-25,612.1675938988308
2025-08-26,612.5680267349
